,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
cgp-082996,9.791004510517654,-0.17085969351054864,9.791004510517654,0.17085969351054864,0.2851361472967213,456.5940000000003,424.33800000000025,456.26375964399995,176.0,0.0,0.23063862037240251,-0.3931285929962312,0.3931285929962312,0.23063862037240251,0.9411764705882353,1.7352941176470589,2.5294117647058822,1.3384655510231114,1230.5978632458846,23.3298518780003,19.53704856858425,19.53704856858425,16.657330978639415,12.13461760443773,12.13461760443773,8.969979843524778,8.969979843524778,6.355633130088105,6.355633130088105,4.603046815343116,4.603046815343116,-3.579999999999999,90037445.92006482,22.224029993507415,10.135408221569461,5.312592430156573,199.80815211192322,25.62399285465105,11.635725555670057,0.0,5.948339280986494,0.0,0.0,0.0,0.0,9.967957041894417,0.0,30.33183534230805,62.435943456938105,47.98487548781241,6.103966387748303,5.106527394840706,34.17437604342117,0.0,14.53505668968577,0.0,51.29758731420351,22.495122217931566,72.42396574792618,0.0,0.0,15.950365812018994,23.271451111340113,0.0,0.0,38.33214770733532,6.544756405912575,0.0,38.17047518309165,66.86051425622918,0.0,10.902924932081056,0.0,87.03,0.0,5.106527394840706,0.0,6.103966387748303,11.990180110134455,56.09591113388282,16.46637642377805,0.0,12.13273413692322,87.15296129975415,4.9839785209472085,2.263762085867619,0.0,9.370287841380222,21.184416771152797,3.4233861419096536,2.137250455892543,21.255786021141343,5.514464526658858,3.6839794893303015,0.0,0.3333333333333333,34.0,4.0,7.0,1.0,0.0,1.0,2.0,2.0,4.0,7.0,4.0,7.0,8.0,1.0,0.0,1.0,5.0,5.3704000000000045,138.84589999999992,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cgp-60474,8.853073778732824,0.149933399009323,8.853073778732824,0.149933399009323,0.5600295626686174,355.8290000000001,337.6850000000001,355.119987876,128.0,0.0,0.22722038302326036,-0.39630669703486754,0.39630669703486754,0.22722038302326036,1.04,1.92,2.76,1.7777395846448187,842.9552277837475,17.48491689530907,13.484291621275338,14.240220567293793,12.241514740667453,7.912322773700802,8.290287246710028,5.3345292395209185,5.770965019992904,3.433047707843614,3.668144810631353,2.2570898404332014,2.4473776885724012,-2.6999999999999997,609252.2369862344,17.133714372809024,8.413305025448345,4.885220030909618,150.49658616394817,15.740104602853368,5.817862777835028,0.0,5.948339280986494,0.0,0.0,0.0,14.951935562841626,0.0,0.0,17.667306958694127,42.81902403369567,41.81879659377353,5.693927994848461,5.106527394840706,29.054528223737602,0.0,14.951935562841626,0.0,6.4208216229260096,23.785215578438155,59.88088993619875,0.0,11.257379486545457,10.633577208012662,17.453588333505085,0.0,11.600939890232516,33.210101328107825,0.0,0.0,6.4208216229260096,54.858256622457425,5.022633313741326,11.257379486545457,0.0,82.96000000000001,0.0,0.0,0.0,6.606881964512918,23.936550623566404,22.762628539064046,0.0,12.393687143226153,42.46456947923127,25.585512770854287,16.70746728507322,0.0,5.997418412256345,13.063421092278865,15.817492161196633,2.537885497044198,1.2363715014242613,13.04200776499739,4.101601877928017,0.8149128039853979,0.0,0.16666666666666666,25.0,3.0,6.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,3.0,7.0,7.0,0.0,0.0,0.0,3.0,3.729900000000002,100.19020000000002,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
chir-99021,8.842475442381431,0.4515114333918451,8.842475442381431,0.4515114333918451,0.331308710882763,465.3480000000001,447.2040000000002,464.1031479360001,160.0,0.0,0.22279960782811234,-0.36830640958356603,0.36830640958356603,0.22279960782811234,0.96875,1.8125,2.5,1.5327912264704515,1278.083111607259,22.50142475325411,17.025012639408345,18.536870531445256,15.529208440902158,9.716051587957116,10.471980533975572,6.892348855758418,7.73598476297101,4.539814135649004,5.08762024692504,3.006134250202429,3.5041314508970847,-3.6699999999999995,23765621.927330483,21.55783026234837,9.641528454663158,4.9652061635282205,194.24904304252397,15.617555728959871,17.71148858862723,0.0,5.948339280986494,0.0,0.0,0.0,19.935914083788834,5.261891554738487,0.0,23.20187978046503,37.255572541998674,47.96005632695116,21.84346429198378,0.0,34.968081839286555,5.261891554738487,24.91989260473604,0.0,6.923737199690624,23.723090019837812,70.2250121711754,0.0,28.714456789034653,10.633577208012662,11.766202058821523,0.0,23.20187978046503,38.009405416561194,0.0,18.254850067221383,11.257379486545457,48.92236605714727,10.045266627482652,22.64523547624238,0.0,115.19999999999999,0.0,0.0,0.0,0.0,51.98276548267471,16.82083097824245,6.196843571613076,36.65915541707259,19.059325580944506,30.569491291801494,33.44774985615072,0.0,12.536078950324917,20.93645654694166,16.25043342448996,3.540405838274684,1.7918023849105622,10.789858863382367,4.983292746356412,3.060560134208326,0.0,0.13636363636363635,32.0,3.0,8.0,0.0,0.0,0.0,1.0,3.0,4.0,7.0,3.0,10.0,7.0,0.0,0.0,0.0,4.0,4.939600000000002,125.73810000000002,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ci-1040,14.276656614806415,-1.1625374254640122,14.276656614806415,0.07933925422020649,0.45190369246868806,478.664,464.552,477.975659808,132.0,0.0,0.27656084250432883,-0.351170034971955,0.351170034971955,0.27656084250432883,1.28,2.04,2.72,1.8462304222577441,815.4751232376426,17.97432701575866,12.913776431662033,15.82720366885681,11.952397498181153,7.576314716704264,9.033028335301653,5.718662682682427,7.371495028609841,3.7110912073482356,4.694791319162623,2.15214871781088,3.0552208351781287,-1.4499999999999997,719742.5983169201,18.344344384404163,7.839102310984525,4.589796558949588,161.5323820940373,5.316788604006331,0.0,11.63444168209179,0.0,5.907179729351506,0.0,9.632125767808455,14.260926693470841,0.0,0.0,11.600939890232516,71.68225526138951,3.5701822710653963,28.567739319318363,18.412955863158096,51.47376279601921,0.0,5.480096598121202,5.917906046161393,12.841643245852019,11.923670568519249,56.12254410090355,0.0,0.0,10.796885202127534,20.155602644716765,0.0,34.191810517300574,12.514061693864424,4.8375885837366335,21.122529999318576,23.199631921620835,30.33183534230805,5.022633313741326,0.0,0.0,50.36,17.541621411443295,13.575367279421462,0.0,11.250837766380558,23.2348075990992,22.478192585379023,6.06636706846161,18.19910120538483,0.0,33.38775582919559,16.43852847396915,28.80889678099914,8.20105713647884,17.378743274724272,3.0287479342313395,2.250269473838919,-2.4433573261749926,7.1323039269125665,2.1372187552296333,0.40389782153806353,0.0,0.23529411764705882,25.0,2.0,4.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,8.0,6.0,1.0,0.0,1.0,3.0,5.0378000000000025,99.95190000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cisplatin,4.875,-0.4722222222222221,4.875,0.0,0.7146141427583609,300.04600000000005,293.99800000000005,298.955594652,40.0,0.0,,,,,1.0,1.0,1.0,-1.9999999750000003e-08,7.609640474436813,2.7071067811865475,2.4863702744083875,6.270436221537415,1.4142135623730951,0.23904572186687872,5.8700206862619195,0.04517539514526256,3.3279889128543734,0.0,0.0,0.0,0.0,1.1883116883116884,2.7548875021634682,16.387124535446056,19.005779483220508,37.34967810713577,47.77195657448089,12.301092700636076,0.0,0.0,0.0,0.0,35.31703687353488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.480761349283352,18.83627552425153,0.0,12.301092700636076,0.0,0.0,0.0,0.0,0.0,0.0,12.301092700636076,0.0,0.0,18.83627552425153,0.0,16.480761349283352,0.0,0.0,0.0,0.0,0.0,0.0,70.0,16.480761349283352,0.0,0.0,12.301092700636076,0.0,0.0,0.0,0.0,0.0,0.0,18.83627552425153,0.0,-0.4722222222222221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,0.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.7004999999999997,21.750200000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cmk,12.63515195893172,-0.21520234945830152,12.63515195893172,0.008541222235756818,0.5216459626668719,358.82900000000006,339.677,358.11965352799996,130.0,0.0,0.19412014838751734,-0.39630626106599176,0.39630626106599176,0.19412014838751734,1.28,2.0,2.64,2.3920268443943487,918.9659196537626,17.97432701575866,13.86759588535687,14.623524831375326,12.078917360319547,7.978261619906276,8.512784103731125,5.832753461066741,6.100014702979165,4.134544088066018,4.377283654140227,2.994239994618516,3.120816735563342,-2.4400000000000004,576121.0628200505,17.385207694511347,7.207281294562587,3.1028489919778317,149.81715518931264,15.407294519794245,17.7923600733673,5.783244946364939,0.0,0.0,0.0,4.794537184071822,9.967957041894417,0.0,11.600939890232516,29.828919765543436,18.90801031431363,18.71508986212249,16.960155654283597,9.901064578912528,34.23544904966501,0.0,14.53505668968577,0.0,19.88931522852921,18.220552886645443,41.85016783515644,0.0,11.126902983393991,5.733667477162185,5.817862777835028,0.0,11.600939890232516,37.91171444037467,6.544756405912575,6.923737199690624,22.472738293543287,30.59278834861098,0.0,22.160304418626517,0.0,94.03,0.0,9.901064578912528,0.0,18.270130355848195,41.07422172845159,11.126902983393991,6.3273200747645415,4.567099647791355,31.18920547353706,9.967957041894417,17.3346073673947,1.7812471655328797,5.865014968435933,21.056623598513475,9.8503437865768,9.805409831742955,-0.054364606953892336,7.831567775258251,1.8656517174771141,2.442950207860922,0.0,0.2777777777777778,25.0,3.0,6.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,2.0,7.0,6.0,0.0,0.0,0.0,3.0,2.7928200000000007,98.86670000000004,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cp466722,6.073620480599647,0.19484995695809193,6.073620480599647,0.19484995695809193,0.5937817381797418,349.35400000000004,334.2340000000001,349.12872272000004,130.0,0.0,0.2249740172147,-0.49284205913894913,0.49284205913894913,0.2249740172147,1.0,1.8076923076923077,2.5384615384615383,1.9085480021883694,1079.3665900094431,18.095647359318303,14.118580307444486,14.118580307444486,12.707039898056804,7.720246730201783,7.720246730201783,5.342006638049872,5.342006638049872,3.8464125144582617,3.8464125144582617,2.621814984329158,2.621814984329158,-3.75,1531415.2089851475,15.758871679247132,6.2799536056934375,2.549687825182102,148.00994682892684,15.207393384762284,12.021248069613002,17.31688644440284,11.77274377898642,0.0,0.0,4.9839785209472085,9.967957041894417,9.665781456092393,5.098681808301038,6.06636706846161,18.19910120538483,17.649434854539482,19.736295800171327,9.473725907600098,16.85126421306755,0.0,29.716398827235054,0.0,0.0,19.953262559717253,42.85599898868567,0.0,28.83521893725123,15.207393384762284,5.948339280986494,11.49902366656781,0.0,43.93599390979013,0.0,0.0,0.0,42.85599898868567,0.0,28.23912020276447,0.0,113.86,0.0,0.0,0.0,5.948339280986494,39.73814386933228,0.0,11.009123009909725,32.549172791091365,18.19910120538483,25.03459589208987,15.207393384762284,12.15358841755615,0.0,17.150588592887924,5.157276890694549,7.362970094029348,2.2259112321594294,9.041838207703176,3.105747446029733,0.0,3.1354124522730222,0.11764705882352941,26.0,2.0,9.0,0.0,0.0,0.0,1.0,3.0,4.0,9.0,1.0,9.0,4.0,0.0,0.0,0.0,4.0,1.8718999999999986,95.20240000000001,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cp724714,11.490641673120663,-0.15482213093313457,11.490641673120663,0.04754131523287053,0.35771381340883557,469.5450000000003,442.3290000000003,469.211389724,178.0,0.0,0.24572771524560666,-0.4554745711264666,0.4554745711264666,0.24572771524560666,1.0285714285714285,1.9142857142857144,2.6857142857142855,1.4895787612558433,1353.0392968409649,24.622745096813752,19.908802450540072,19.908802450540072,17.01237168849655,11.167502943367392,11.167502943367392,7.98094176617216,7.98094176617216,5.211907727384163,5.211907727384163,3.447392544028249,3.447392544028249,-4.3,81868170.30990538,23.84467856545359,11.217252131010733,6.393921870659831,203.60447081546198,20.10730311561276,30.251088483680302,0.0,5.907179729351506,0.0,0.0,9.77851570501903,9.967957041894417,0.0,0.0,18.218407282129373,67.4389468620065,30.42209243118693,11.713544289229338,14.268263091671919,34.391373820785034,0.0,20.268724166847957,0.0,13.847474399381248,25.57822451570936,83.95195127914684,0.0,11.49902366656781,15.37044016181271,11.50524905251859,11.49902366656781,0.0,41.120551203896156,9.53140013787187,13.847474399381248,16.82083097824245,67.13112030090439,0.0,16.978945038914937,0.0,98.26,0.0,4.794537184071822,0.0,12.514061693864424,18.11213101703151,39.16065401829098,7.109797541277533,12.524163646377618,74.53045116074189,25.585512770854287,9.473725907600098,10.780705166401614,0.0,24.59584204779382,7.047261102145176,4.61529657111602,2.0056069405329193,15.641596770648496,7.087872373985592,4.4016301096843415,1.4908555843586881,0.18518518518518517,35.0,2.0,8.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,2.0,8.0,9.0,0.0,0.0,0.0,4.0,4.953340000000004,136.96739999999994,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crizotinib,13.8824765872402,-0.6273036682533442,13.8824765872402,0.06858024817391861,0.5330554587335657,450.3450000000002,428.1690000000002,449.1185439040001,158.0,0.0,0.1656916893305656,-0.4820245905177427,0.4820245905177427,0.1656916893305656,1.2333333333333334,2.0,2.7666666666666666,1.5835351944627225,1051.8711432560124,21.250347897697548,16.408362043444242,17.92021993548115,14.435560745775547,9.745538647870463,10.501467593888917,7.314510887094133,8.099675486843966,5.2891176239094335,6.00284342486635,3.630212803948583,4.308163107034083,-2.3499999999999996,8625144.75915495,20.903961875513946,8.79486192847442,4.237011144043404,183.6966025835966,15.787319034968565,11.921187228794198,11.567374611118932,0.0,0.0,0.0,4.681802935145185,9.374393568622029,5.098681808301038,0.0,23.20187978046503,51.05399446275261,34.10667493205847,17.261317714502365,9.127278001474869,29.01974255830006,0.0,20.08125186839976,0.0,31.911187662438905,18.823180288987334,58.215570880449604,0.0,16.876414816677897,15.787319034968565,10.208277825509848,5.749511833283905,23.20187978046503,27.853976076218583,0.0,5.817220841045895,37.4746391541359,36.78963192022406,10.045266627482652,11.126902983393991,0.0,77.99,11.921187228794198,4.39041504767482,0.0,10.840496091576355,22.377437467870188,37.05805904107116,12.13273413692322,19.18694783976531,17.075490078371338,15.399448933254575,33.67241021142726,21.859025199045394,12.31391825775382,4.252061917359536,8.128774823632309,8.120164783267226,0.0302748119094971,4.848648078269265,6.95852900930971,3.7108253416754637,0.0,0.3333333333333333,30.0,3.0,6.0,0.0,1.0,1.0,1.0,2.0,3.0,6.0,2.0,9.0,5.0,0.0,1.0,1.0,4.0,5.037700000000004,116.47410000000002,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cudc-101,11.014514915287684,-0.36129663107048837,11.014514915287684,0.3153589974669191,0.17974464562721462,434.4960000000004,408.2880000000002,434.19540531199993,166.0,0.0,0.2428286182115434,-0.4927859630972057,0.4927859630972057,0.2428286182115434,1.125,1.96875,2.75,1.6889884625568774,1110.839788510608,22.760937777247957,17.927828498527756,17.927828498527756,15.638891550634943,10.364810302111986,10.364810302111986,7.140289276193274,7.140289276193274,4.893155694930188,4.893155694930188,3.2386216165986,3.2386216165986,-3.8300000000000005,17042413.352324087,22.846280438909375,11.53170224764814,6.0915593555945655,186.4947135329622,14.790514511606428,12.14518285259957,11.49902366656781,5.907179729351506,0.0,0.0,10.001790208849112,15.448053640015619,0.0,6.423349895620259,24.828444633169273,37.107111519698464,29.12425067223297,19.233380223406712,19.47551611644921,28.31535371395115,0.0,15.448053640015619,0.0,32.10410811463005,19.033468109796782,48.288973977231194,0.0,23.842807881043715,20.270611109727632,11.50524905251859,11.49902366656781,0.0,34.79906930181366,4.794537184071822,12.343784214475903,37.667559606327046,42.7255224855342,0.0,10.902924932081056,0.0,105.60000000000001,0.0,4.794537184071822,0.0,5.907179729351506,30.34459003184177,47.83704919016566,6.3273200747645415,12.589894139398735,36.39820241076966,21.205179964756393,21.104328827997648,11.452648333334174,0.0,19.74839616437123,12.592241683785721,3.965206861506446,4.100576135415884,11.227326571951233,10.649089743718493,0.5086611131673361,1.5891867260828159,0.2916666666666667,32.0,3.0,8.0,0.0,0.0,0.0,2.0,1.0,3.0,7.0,3.0,8.0,11.0,0.0,0.0,0.0,3.0,4.198000000000001,122.25890000000007,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0
